Channel Current [A]	Channel Voltage [V]	Gate Leakage [A]	Gate Voltage [V]
-5.6088e-09	-58.0	-1.04735e-10	-150.0
-5.68032e-09	-59.0	-1.04009e-10	-150.0
-5.74708e-09	-60.0	-1.02621e-10	-150.0
-5.80907e-09	-61.0	-1.01782e-10	-150.0
-5.85079e-09	-62.0	-1.00331e-10	-150.0
-5.88775e-09	-63.0	-1.07277e-10	-150.0
-5.95331e-09	-64.0	-1.0285e-10	-150.0
-5.98788e-09	-65.0	-1.0015e-10	-150.0
-6.02722e-09	-66.0	-1.05473e-10	-150.0
-6.07133e-09	-67.0	-1.02972e-10	-150.0
-6.10709e-09	-68.0	-1.10922e-10	-150.0
-6.14047e-09	-69.0	-1.06681e-10	-150.0
-6.19888e-09	-70.0	-1.05045e-10	-150.0
-6.24061e-09	-71.0	-1.03577e-10	-150.0
-6.27041e-09	-72.0	-1.00228e-10	-150.0
-6.31213e-09	-73.0	-9.79402e-11	-150.0
-6.34432e-09	-74.0	-9.97781e-11	-150.0
-6.39677e-09	-75.0	-9.83555e-11	-150.0
-6.41823e-09	-76.0	-9.96584e-11	-150.0
-6.44565e-09	-77.0	-9.78141e-11	-150.0
-6.49095e-09	-78.0	-9.56827e-11	-150.0
-6.53148e-09	-79.0	-9.76867e-11	-150.0
-6.56486e-09	-80.0	-9.68757e-11	-150.0
-6.58751e-09	-81.0	-9.89405e-11	-150.0
-6.61612e-09	-82.0	-9.22087e-11	-150.0
-6.64353e-09	-83.0	-9.77082e-11	-150.0
-6.65545e-09	-84.0	-8.92113e-11	-150.0
-6.69837e-09	-85.0	-9.76334e-11	-150.0
-6.70195e-09	-86.0	-9.37813e-11	-150.0
-6.74367e-09	-87.0	-9.1821e-11	-150.0
-6.79255e-09	-88.0	-9.45055e-11	-150.0
-6.82831e-09	-89.0	-8.73798e-11	-150.0
-6.81758e-09	-90.0	-9.42721e-11	-150.0
-6.85334e-09	-91.0	-8.57324e-11	-150.0
-6.89864e-09	-92.0	-9.33313e-11	-150.0
-6.92248e-09	-93.0	-8.94068e-11	-150.0
-6.94394e-09	-94.0	-8.62485e-11	-150.0
-6.97374e-09	-95.0	-9.29331e-11	-150.0
-7.00116e-09	-96.0	-8.41446e-11	-150.0
-7.00831e-09	-97.0	-9.26275e-11	-150.0
-7.00116e-09	-98.0	-8.37875e-11	-150.0
-7.05123e-09	-99.0	-8.98866e-11	-150.0
-7.05838e-09	-100.0	-9.09778e-11	-150.0
