Channel Current [A]	Channel Voltage [V]	Gate Leakage [A]	Gate Voltage [V]
7.15852e-09	81.0	2.54314e-10	150.0
7.15017e-09	82.0	2.57553e-10	150.0
7.13944e-09	83.0	2.5569e-10	150.0
7.13348e-09	84.0	2.57947e-10	150.0
7.11441e-09	85.0	2.55206e-10	150.0
7.12395e-09	86.0	2.5491e-10	150.0
7.10726e-09	87.0	2.50137e-10	150.0
7.09057e-09	88.0	2.51164e-10	150.0
7.07626e-09	89.0	2.49846e-10	150.0
7.05361e-09	90.0	2.49808e-10	150.0
7.025e-09	91.0	2.47868e-10	150.0
7.01904e-09	92.0	2.46873e-10	150.0
6.98566e-09	93.0	2.43777e-10	150.0
6.95229e-09	94.0	2.48477e-10	150.0
6.92844e-09	95.0	2.49009e-10	150.0
6.89506e-09	96.0	2.43976e-10	150.0
6.87599e-09	97.0	2.40697e-10	150.0
6.86884e-09	98.0	2.43e-10	150.0
6.84142e-09	99.0	2.41425e-10	150.0
6.82235e-09	100.0	2.42404e-10	150.0
